time_s,boot_time_s,latitude_deg,longitude_deg,relative_altitude_m,mission_item,ground_speed_mps,east_m,north_m,navigation_altitude_target_m,altitude_setpoint_m
-1.9959999999999987,20.105,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
-0.9979999999999976,21.103,40.414929,-86.932387,0.095,0,0.0,0.0,0.0,,0.095
0.0,22.101,40.414929,-86.932387,0.055,0,0.0,0.0,0.0,,0.055
1.0040000000000013,23.105,40.414929,-86.932387,0.035,0,0.0,0.0,0.0,,0.035
2.0010000000000012,24.102,40.414929,-86.932387,0.026,0,0.0,0.0,0.0,,0.026
3.0010000000000012,25.102,40.414929,-86.932387,0.019,0,0.0,0.0,0.0,,0.019
4.0,26.101,40.414929,-86.932387,0.013,0,0.0,0.0,0.0,,0.013
5.0,27.101,40.414929,-86.932387,0.009,0,0.0,0.0,0.0,,0.009
6.003,28.104,40.414929,-86.932387,0.006,0,0.0,0.0,0.0,,0.006
7.0,29.101,40.414929,-86.932387,0.004,0,0.0,0.0,0.0,,0.004
8.001000000000001,30.102,40.414929,-86.932387,0.003,0,0.0,0.0,0.0,,0.003
9.0,31.101,40.414929,-86.932387,0.001,0,0.0,0.0,0.0,,0.001
10.003,32.104,40.414929,-86.932387,0.001,0,0.0,0.0,0.0,,0.001
11.002000000000002,33.103,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
12.0,34.101,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
13.002000000000002,35.103,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
14.002000000000002,36.103,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
14.999000000000002,37.1,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
16.002000000000002,38.103,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
17.000999999999998,39.102,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
18.000999999999998,40.102,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
19.0,41.101,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
20.0,42.101,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
21.0,43.101,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
22.0,44.101,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
23.000999999999998,45.102,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
23.668,45.769,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
23.927,46.028,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
24.177,46.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
24.428000000000004,46.529,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
24.68,46.781,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
24.926000000000002,47.027,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
25.178000000000004,47.279,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
25.427,47.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
25.679000000000002,47.78,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
25.929000000000002,48.03,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
26.177,48.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
26.428000000000004,48.529,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
26.676000000000002,48.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
26.930999999999997,49.032,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
27.176000000000002,49.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
27.426000000000002,49.527,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
27.677,49.778,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
27.929000000000002,50.03,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
28.176000000000002,50.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
28.428000000000004,50.529,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
28.676000000000002,50.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
28.927,51.028,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
29.177,51.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
29.427,51.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
29.676000000000002,51.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
29.927,52.028,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
30.18,52.281,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
30.427,52.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
30.679000000000002,52.78,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
30.93,53.031,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
31.178000000000004,53.279,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
31.428000000000004,53.529,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
31.679000000000002,53.78,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
31.928000000000004,54.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
32.178000000000004,54.279,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
32.431,54.532,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
32.676,54.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
32.929,55.03,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
33.178000000000004,55.279,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
33.427,55.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
33.676,55.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
33.926,56.027,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
34.176,56.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
34.427,56.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
34.676,56.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
34.928000000000004,57.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
35.176,57.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
35.427,57.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
35.676,57.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
35.928000000000004,58.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
36.177,58.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
36.429,58.53,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
36.676,58.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
36.928000000000004,59.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
37.176,59.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
37.426,59.527,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
37.683,59.784,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
37.926,60.027,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
38.177,60.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
38.428000000000004,60.529,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
38.676,60.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
38.928000000000004,61.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
39.176,61.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
39.426,61.527,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
39.678000000000004,61.779,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
39.928000000000004,62.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
40.176,62.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
40.426,62.527,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
40.678000000000004,62.779,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
40.927,63.028,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
41.178000000000004,63.279,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
41.427,63.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
41.677,63.778,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
41.926,64.027,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
42.179,64.28,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
42.426,64.527,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
42.678,64.779,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
42.92700000000001,65.028,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
43.17700000000001,65.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
43.428,65.529,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
43.676,65.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
43.92700000000001,66.028,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
44.179,66.28,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
44.42700000000001,66.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
44.676,66.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
44.928,67.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
45.17700000000001,67.278,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
45.429,67.53,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
45.681,67.782,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
45.929,68.03,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
46.178,68.279,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
46.42700000000001,68.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
46.676,68.777,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
46.928,69.029,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
47.179,69.28,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
47.426,69.527,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
47.678,69.779,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
47.926,70.027,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
48.176,70.277,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
48.42700000000001,70.528,40.414929,-86.932387,0.0,0,0.0,0.0,0.0,,0.0
48.676,70.777,40.414929,-86.932387,0.001,1,0.0,0.0,0.0,,0.001
48.92700000000001,71.028,40.414929,-86.932387,0.009,1,0.03605551275463989,0.0,0.0,,0.008479823105502873
49.179,71.28,40.4149292,-86.9323865,0.07,1,0.30528675044947495,0.04237762726356899,0.022263898418832796,,0.06690536037087441
49.429,71.53,40.4149298,-86.9323853,0.204,1,0.4441846462902562,0.14408393293702348,0.08905559288435863,,0.18848038101196288
49.679,71.78,40.4149304,-86.932384,0.405,1,0.3721558813185679,0.25426576478585855,0.15584728734988448,,0.37227569773793223
49.928,72.029,40.4149307,-86.9323833,0.667,1,0.17492855684535902,0.31359444319574403,0.18924313418716113,,0.6172159506082535
50.179,72.28,40.4149307,-86.9323834,0.991,1,0.044721359549995794,0.3051189170203635,0.18924313418716113,,0.9269144642949104
50.429,72.53,40.4149304,-86.9323841,1.372,1,0.2109502310972899,0.2457902398149226,0.15584728734988448,,1.2976794750690461
50.676,72.777,40.41493,-86.9323849,1.805,1,0.291547594742265,0.1779860352296565,0.11131949051221887,,1.7255490127205848
50.931,73.032,40.4149296,-86.9323858,2.311,1,0.30528675044947495,0.1017063056734545,0.06679169446552584,,2.23169610953331
51.176,73.277,40.4149293,-86.9323866,2.861,1,0.2692582403567252,0.03390210229263303,0.03339584683727664,,2.778550660669804
51.428,73.529,40.414929,-86.9323871,3.474,1,0.2109502310972899,-0.008475524970935953,0.0,,3.3876578366160395
51.676,73.777,40.4149288,-86.9323874,4.084,1,0.15264337522473748,-0.033902101088188426,-0.022263898418832796,,3.999989078581333
51.928,74.029,40.4149288,-86.9323876,4.703,1,0.09433981132056603,-0.050853152234504935,-0.022263898418832796,,4.629501773297787
52.179,74.28,40.4149287,-86.9323876,5.307,1,0.05830951894845301,-0.050853152234504935,-0.033395847628249195,,5.255994141072035
52.42700000000001,74.528,40.4149287,-86.9323877,5.903,1,0.044721359549995794,-0.05932867840988551,-0.033395847628249195,,5.876339844495058
52.67700000000001,74.778,40.4149286,-86.9323879,6.506,1,0.044721359549995794,-0.07627972835175742,-0.04452779604669304,,6.50129357906431
52.926,75.027,40.4149285,-86.9323881,7.108,1,0.03605551275463989,-0.09323077949807393,-0.055659745256109436,,7.12360668926686
53.176,75.277,40.4149285,-86.9323882,7.721,1,0.01414213562373095,-0.1017063056734545,-0.055659745256109436,,7.749278198093176
53.426,75.527,40.4149285,-86.9323882,8.336,1,0.01,-0.1017063056734545,-0.055659745256109436,,8.374014523684979
53.67700000000001,75.778,40.4149285,-86.9323882,8.955,1,0.022360679774997897,-0.1017063056734545,-0.055659745256109436,,9.000973509550095
53.92700000000001,76.028,40.4149284,-86.9323882,9.56,1,0.03605551275463989,-0.1017063056734545,-0.06679169446552584,,9.612223511040211
54.17700000000001,76.278,40.4149284,-86.9323882,10.14,1,0.044721359549995794,-0.1017063056734545,-0.06679169446552584,,10.197568356394768
54.43000000000001,76.531,40.4149285,-86.9323881,10.692,1,0.05,-0.09323077949807393,-0.055659745256109436,,10.758993407905102
54.67700000000001,76.778,40.4149285,-86.932388,11.198,1,0.05,-0.08475525452713797,-0.055659745256109436,,11.27504833894968
54.928,77.029,40.4149286,-86.932388,11.68,1,0.044721359549995794,-0.08475525452713797,-0.04452779604669304,,11.766086422204971
55.176,77.277,40.4149286,-86.9323879,12.123,1,0.044721359549995794,-0.07627972835175742,-0.04452779604669304,,12.218460206270217
55.42700000000001,77.528,40.4149286,-86.9323878,12.545,1,0.044721359549995794,-0.06780420338082147,-0.04452779604669304,,12.645321039557457
55.681,77.782,40.4149286,-86.9323877,12.938,1,0.044721359549995794,-0.05932867840988551,-0.04452779604669304,,13.040834470570088
55.926,78.027,40.4149287,-86.9323877,13.288,1,0.0412310562561766,-0.05932867840988551,-0.033395847628249195,,13.390207027375698
56.179,78.28,40.4149287,-86.9323876,13.619,1,0.0316227766016838,-0.050853152234504935,-0.033395847628249195,,13.717328858613968
56.42700000000001,78.528,40.4149287,-86.9323876,13.908,1,0.0316227766016838,-0.050853152234504935,-0.033395847628249195,,14.003909424126148
56.676,78.777,40.4149287,-86.9323875,14.166,1,0.0316227766016838,-0.04237762726356899,-0.033395847628249195,,14.257762691736222
56.92700000000001,79.028,40.4149287,-86.9323875,14.391,1,0.022360679774997897,-0.04237762726356899,-0.033395847628249195,,14.479037110865116
57.178,79.279,40.4149288,-86.9323875,14.581,1,0.022360679774997897,-0.04237762726356899,-0.022263898418832796,,14.6632863727808
57.429,79.53,40.4149288,-86.9323874,14.732,1,0.022360679774997897,-0.033902101088188426,-0.022263898418832796,,14.81012988013029
57.68000000000001,79.781,40.4149288,-86.9323874,14.845,1,0.01414213562373095,-0.033902101088188426,-0.022263898418832796,,14.917983399033547
57.929,80.03,40.4149288,-86.9323874,14.914,1,0.022360679774997897,-0.033902101088188426,-0.022263898418832796,,14.999562743246555
58.178,80.279,40.4149288,-86.9323873,14.938,2,0.022360679774997897,-0.025426576117252467,-0.022263898418832796,14.999989013671865,14.999550293117762
58.428,80.529,40.4149289,-86.9323874,14.943,2,0.05099019513592785,-0.033902101088188426,-0.011131949209416398,14.999989013671865,15.0000007301867
58.679,80.78,40.4149291,-86.9323875,14.949,2,0.17029386365926402,-0.04237762726356899,0.011131949209416398,14.999989013671865,14.99976415836811
58.926,81.027,40.4149296,-86.9323881,14.96,2,0.3538361202590826,-0.09323077949807393,0.06679169446552584,14.999989013671865,14.998936767727137
59.181,81.282,40.4149306,-86.9323893,14.976,2,0.608276253029822,-0.1949370851715284,0.1781111849777447,14.999989013671865,14.999333739489318
59.42700000000001,81.528,40.4149319,-86.932391,14.993,2,0.8772684879784524,-0.3390210181085519,0.32282652311821275,14.999989013671865,14.999439208984375
59.676,81.777,40.4149338,-86.9323934,15.009,2,1.2024142381059866,-0.5424336294554609,0.5343335557242067,14.999989013671865,14.999527343936265
59.928,82.029,40.4149362,-86.9323965,15.021,2,1.5556991997169631,-0.8051749192122554,0.80150033358631,14.999989013671865,14.99982080078125
60.182,82.283,40.4149393,-86.9324006,15.03,2,1.9586985475054604,-1.1526714634961879,1.1465907551233556,14.999989013671865,15.000010986551642
60.428,82.529,40.4149428,-86.9324052,15.036,2,2.3122499864850257,-1.542545636248134,1.5362089727070942,14.999989013671865,14.999032227009534
60.678,82.779,40.4149469,-86.9324105,15.041,2,2.6094635464018268,-1.991748486205521,1.9926188847563586,14.999989013671865,14.999822023123503
60.926,83.027,40.4149513,-86.9324161,15.046,2,2.8217902119044926,-2.4663779122801603,2.482424644433872,14.999989013671865,14.999005373477935
61.178,83.279,40.414956,-86.9324221,15.051,2,2.991738624947039,-2.9749094406474326,3.0056262509486626,14.999989013671865,14.998678223252297
61.426,83.527,40.4149608,-86.9324281,15.057,2,3.111784054204276,-3.4834409690147052,3.539959807463842,14.999989013671865,14.999302245646716
61.681,83.782,40.4149659,-86.9324345,15.062,2,3.2177165816771374,-4.025874599674611,4.107689210025326,14.999989013671865,14.999601320445537
