time_s,boot_time_s,latitude_deg,longitude_deg,relative_altitude_m,mission_item,ground_speed_mps,east_m,north_m,navigation_altitude_target_m,altitude_setpoint_m
-2.0,13.861,40.4149288,-86.932387,0.0,0,0.0,0.0,-0.022263898418832796,,
-1.0,14.861,40.4149288,-86.932387,0.0,0,0.0,0.0,-0.022263898418832796,,
0.0,15.861,40.4149287,-86.932387,0.0,0,0.0,0.0,-0.033395847628249195,,
1.0,16.861,40.4149287,-86.932387,0.0,0,0.0,0.0,-0.033395847628249195,,
2.0,17.861,40.4149287,-86.932387,0.0,0,0.0,0.0,-0.033395847628249195,,
3.0,18.861,40.4149356,-86.932387,0.068,0,2.68,0.0,0.7347086391207842,,100.00799481201172
3.983999999999998,19.845,40.4150027,-86.932387,-0.194,1,10.22,0.0,8.204246471632207,99.9999969482422,100.00599694824218
4.983999999999998,20.845,40.415092,-86.932387,0.612,1,12.29,0.0,18.145076999368083,99.9999969482422,100.00199938964843
5.983999999999998,21.845,40.4152183,-86.932387,2.22,1,15.55,0.0,32.204728686338704,99.9999969482422,99.99999877929687
6.983999999999998,22.845,40.4153765,-86.932387,7.028,1,18.48,0.0,49.81547212998259,99.9999969482422,100.00799572753907
7.984999999999999,23.846,40.4155589,-86.932387,14.088,1,20.97,0.0,70.12014725066632,99.9999969482422,100.0079981689453
8.985,24.846,40.4157601,-86.932387,22.964,1,23.04,0.0,92.5176287982002,99.9999969482422,100.00400091552734
9.985,25.846,40.4159776,-86.932387,33.177,1,24.83,0.0,116.7296180455127,99.9999969482422,100.00700183105468
10.985,26.846,40.4162091,-86.9323871,44.41,1,26.37,-0.008475524970935953,142.5000801647421,99.9999969482422,100.00000015258789
11.985,27.846,40.416453,-86.9323871,56.392,1,27.74,-0.008475524970935953,169.65090396853773,99.9999969482422,100.00200061035156
12.985,28.846,40.4167076,-86.9323872,68.999,1,28.84,-0.016951049941871906,197.99284632508534,99.9999969482422,100.00900022888183
13.985,29.846,40.4169726,-86.9323872,81.859,1,30.57,-0.016951049941871906,227.49251138517477,99.9999969482422,100.00899961853027
14.985,30.846,40.4172657,-86.9323873,91.061,1,34.13,-0.025426576117252467,260.12025413672546,99.9999969482422,100.00099958038331
15.985,31.846,40.4175883,-86.9323858,96.566,1,37.137573964921295,0.1017063056734545,296.03192186629633,99.9999969482422,100.00599981880188
16.984999999999996,32.846,40.4179089,-86.9324712,101.974,2,36.11792491270782,-7.136392448288131,331.72095061484276,99.9999969482422,100.00400009059906
17.984999999999996,33.846,40.4182109,-86.9326301,104.919,2,35.95965099941878,-20.604002426856585,365.339436834167,99.9999969482422,100.00900015258789
18.984999999999996,34.846,40.4184918,-86.9328596,105.581,2,36.475971542921236,-40.05533339021697,396.60908179798827,99.9999969482422,100.00100007629395
19.984999999999996,35.846,40.4187303,-86.9331647,105.931,2,37.009525800798905,-65.91416161220945,423.1587803523852,99.9999969482422,100.00100017166137
20.984999999999996,36.846,40.418913,-86.9335308,105.754,2,37.329437445533515,-96.94306037240179,443.4968513206971,99.9999969482422,100.004
21.984999999999996,37.846,40.4190264,-86.9339432,104.899,2,37.57678139489863,-131.89612742779974,456.1204815762635,99.9999969482422,100.0090001335144
22.984999999999996,38.846,40.419059,-86.9343833,103.698,2,37.935917018045046,-169.19691503865803,459.74949697582065,99.9999969482422,100.00800018119811
23.984999999999996,39.846,40.4190058,-86.9348266,102.385,2,38.48046907198508,-206.76891946544853,453.82730006601673,99.9999969482422,100.00500012397767
24.385,40.246,40.41896,-86.9349985,101.919,2,38.72490800505535,-221.33834775648313,448.728867387427,99.9999969482422,100.0090000333786
24.484999999999996,40.346,40.4189464,-86.9350406,101.813,2,38.78795947198048,-224.90654398002496,447.21492231313874,99.9999969482422,100.00300005722046
24.743999999999996,40.605,40.4189071,-86.9351481,101.551,2,38.95438357874502,-234.0177338657812,442.8400663244603,99.9999969482422,100.00100004768372
24.984999999999996,40.846,40.4188659,-86.9352445,101.334,2,39.09169221202889,-242.1881404219502,438.25370330396686,99.9999969482422,100.00400007629395
25.243999999999996,41.105,40.418816,-86.9353452,101.135,2,39.2337660695478,-250.72299457475387,432.69886071332786,99.9999969482422,100.00500000476838
25.484999999999996,41.346,40.4187654,-86.9354344,100.983,2,39.35411033170487,-258.28316329808655,427.0660944790139,99.9999969482422,100.00300004053116
25.743999999999996,41.605,40.4187061,-86.9355267,100.821,2,39.483283804668524,-266.10607330997163,420.46484867534525,99.9999969482422,100.00100000715256
25.984999999999996,41.846,40.4186473,-86.9356076,100.674,2,39.60558167733432,-272.96277341856114,413.91926261693277,99.9999969482422,100.00400004291535
