time_s,step,step_time_s,roll_command_deg,pitch_command_deg,roll_deg,pitch_deg,roll_rate_dps,pitch_rate_dps,roll_target_rate_dps,pitch_target_rate_dps,altitude_m,pwm1,pwm2,pwm3,pwm4
0.005000000000009663,0,0.005000000000009663,0.0,0.0,0.037238888381050404,-0.0014942160221076924,0.18624299694632926,-0.06156034824697947,-0.04006616314566586,-0.12564885366264214,8.032,1404,1404,1404,1404
0.018000000000000682,0,0.018000000000000682,0.0,0.0,0.039603597922276,-0.00229964473564029,0.18623876809873768,-0.061564437022332226,-0.04703243916581649,-0.12321072959299882,8.034,1404,1404,1404,1404
0.04000000000000625,0,0.04000000000000625,0.0,0.0,0.0413770258577794,-0.0028324468069700587,0.0994297584709466,-0.027096015775415146,-0.1154757271209445,0.018080888110038995,8.034,1404,1404,1404,1404
0.058000000000006935,0,0.058000000000006935,0.0,0.0,0.041358549662465986,-0.002815008230116372,0.0028622717718010046,0.0017932733786396214,-0.09999396944898667,0.015658610546177565,8.034,1404,1404,1404,1404
0.0799999999999983,0,0.0799999999999983,0.0,0.0,0.04094728089397065,-0.0014978927099363623,-0.012857621004190746,0.05708834858897974,-0.08851925164336526,0.013875891985927894,8.034,1404,1404,1404,1404
0.09799999999999898,0,0.09799999999999898,0.0,0.0,0.039790320886753876,-0.00036150435371312055,-0.05665338426674761,0.06236059428767506,-0.07631597810290694,0.011964943961128509,8.034,1404,1404,1404,1404
0.11899999999999977,0,0.11899999999999977,0.0,0.0,0.038558709046342975,0.0008300863780378628,-0.05913099536753007,0.06038528890547283,-0.06739119536405473,0.010563916415369518,8.035,1404,1404,1404,1404
0.13800000000000523,0,0.13800000000000523,0.0,0.0,0.03733741919591313,0.0020239500528370763,-0.05762220391183161,0.06033759097309513,-0.058648553226438416,0.009201586326879547,8.035,1404,1404,1404,1404
0.15900000000000603,0,0.15900000000000603,0.0,0.0,0.03610787175349844,0.0032160769465171537,-0.05766501265606319,0.060398742510507905,-0.05172729709086103,0.008095862743597786,8.035,1404,1404,1404,1404
0.18000000000000682,0,0.18000000000000682,0.0,0.0,0.03482903555827925,0.004465782701756303,-0.05772022112848525,0.06039510063229811,-0.04480604095528365,0.007028671532446413,8.035,1404,1404,1404,1404
0.19899999999999807,0,0.19899999999999807,0.0,0.0,0.03366617250671144,0.005593960365181816,-0.05770677419355679,0.06039206573378995,-0.038977611751855,0.006101504201860259,8.035,1404,1404,1404,1404
0.21999999999999886,0,0.21999999999999886,0.0,0.0,0.032982629986341175,0.0069009452440641885,-0.029857038038586813,0.06038821708227521,-0.034242012815628387,0.005369575060604676,8.036,1404,1404,1404,1404
0.24900000000000944,0,0.24900000000000944,0.0,0.0,0.03298799275205669,0.00867575847733443,0.005500199093427864,0.06038755674172069,-0.029688554480637657,0.004650125688818912,8.036,1404,1404,1404,1404
0.2600000000000051,0,0.2600000000000051,0.0,0.0,0.03298377057457171,0.009205992766059665,0.004207850929740752,0.06038672964850088,-0.02440654207833668,0.0038284873655757674,8.036,1404,1404,1404,1404
0.2790000000000106,0,0.2790000000000106,0.0,0.0,0.03299313206920073,0.010323389869674598,0.0031773107037737056,0.06037877888142016,-0.02276729667753362,0.0035597471026782026,8.036,1404,1404,1404,1404
0.30299999999999727,0,0.30299999999999727,0.0,0.0,0.033004387874107366,0.011789791130331337,0.0032854735694648677,0.06037593741600373,-0.02003522100952852,0.0031315666957514687,8.036,1404,1404,1404,1404
0.3190000000000026,0,0.3190000000000026,0.0,0.0,0.03300590198830814,0.01266089204603254,0.0033009304993324913,0.06037513033310376,-0.016938869141631622,0.0026620426751984986,8.037,1404,1404,1404,1404
0.33800000000000807,0,0.33800000000000807,0.0,0.0,0.033016420746434225,0.01382889441474439,0.0032940984341949943,0.06037556389003349,-0.015299623740828562,0.002392248535456342,8.037,1404,1404,1404,1404
0.35900000000000887,0,0.35900000000000887,0.0,0.0,0.03302201696588114,0.014526018105938671,0.0032913874527391476,0.039467454376231934,-0.013478239406316277,0.0021048257208220755,8.037,1404,1404,1404,1404
0.3810000000000002,0,0.3810000000000002,0.0,0.0,0.0330401696610239,0.014474724986097462,0.0032980852819810913,-0.0028975664324940816,-0.01165685590556732,0.001821061042782466,8.037,1404,1404,1404,1404
0.39800000000001035,0,0.39800000000001035,0.0,0.0,0.0330390524181665,0.014434836081034992,0.0033023597781148026,-0.0019369812424626172,-0.01001761050476426,0.0015683286188704557,8.037,1404,1404,1404,1404
0.4200000000000017,0,0.4200000000000017,0.0,0.0,0.033056644824353915,0.014384952021215428,0.003298119883159138,-0.0004906312081531023,-0.008924780237562218,0.0014050453470085805,8.038,1404,1404,1404,1404
0.4410000000000025,0,0.4410000000000025,0.0,0.0,0.03306532596810857,0.014331369387279877,0.003298550730358064,-0.0005838793506898514,-0.007649811870414281,0.0012112862538190745,8.038,1404,1404,1404,1404
0.4590000000000032,0,0.4590000000000032,0.0,0.0,0.03307172927045546,0.014285790881277934,0.0032944915536034,-0.0006064197774480952,-0.0067391197031581385,0.0010518562191702383,8.038,1404,1404,1404,1404
0.4789999999999992,0,0.4789999999999992,0.0,0.0,0.03308085397629978,0.014235268158750335,0.0032811463378007604,-0.0005993666086984736,-0.006010566469611221,0.0009316925810402849,8.038,1404,1404,1404,1404
0.5130000000000052,0,0.5130000000000052,0.0,0.0,0.03311718604701175,0.01417061481536661,0.003295906866849994,-0.0006027639337025858,-0.005099874302355078,0.000811308933612573,8.038,1404,1404,1404,1404
0.5190000000000055,0,0.5190000000000055,0.0,0.0,0.03311875352206541,0.014159105546408743,0.003295906866849994,-0.0006027835792509644,-0.0041891825519806,0.0006471095642957967,8.039,1404,1404,1404,1404
0.5380000000000109,0,0.5380000000000109,0.0,0.0,0.03312884539336837,0.014119044886101032,0.003299041191634829,-0.0006033620025586667,-0.004007044035153038,0.0006217334563541989,8.039,1404,1404,1404,1404
0.561000000000007,0,0.561000000000007,0.0,0.0,0.033140478059298546,0.014070523195556834,0.0032855263049952634,-0.0006008844748342169,-0.00346062910999285,0.0005530230206241268,8.039,1404,1404,1404,1404
0.5790000000000077,0,0.5790000000000077,0.0,0.0,0.0331440999271885,0.014035718579258859,0.003292906152638217,-0.0006022344939903106,-0.0030963522847785594,0.00047895305001142665,8.039,1404,1404,1404,1404
0.597999999999999,0,0.597999999999999,0.0,0.0,0.033164620510178294,0.014003717075264299,0.003291445816171997,-0.0006026896245461188,-0.00291421397639183,0.0004427898163730541,8.039,1404,1404,1404,1404
0.6200000000000045,0,0.6200000000000045,0.0,0.0,0.03317858771342244,0.013969314332889659,0.00330157082956718,-0.0006046027466087918,-0.002549937151177539,0.0003932360310511679,8.039,1404,1404,1404,1404
0.6410000000000053,0,0.6410000000000053,0.0,0.0,0.033187845821398984,0.013933406647710832,0.003299071832437075,-0.0006041451147630044,-0.0023677988427908097,0.00036409274590487996,8.039,1404,1404,1404,1404
0.659000000000006,0,0.659000000000006,0.0,0.0,0.03318808261018369,0.013905107886648893,0.00329780451218092,-0.0006039130158970128,-0.0021856605344040803,0.0003568157377572192,8.039,1404,1404,1404,1404
0.679000000000002,0,0.679000000000002,0.0,0.0,0.03319313855099508,0.01387370752601268,0.0032843696668206908,-0.0006014527366513783,-0.0021856605344040803,0.0003568157377572192,8.039,1404,1404,1404,1404
0.6980000000000075,0,0.6980000000000075,0.0,0.0,0.03319637021764828,0.013847993431262636,0.0032889664124800626,-0.0006022945249498126,-0.0021856605344040803,0.0003568157377572192,8.039,1404,1404,1404,1404
0.7210000000000036,0,0.7210000000000036,0.0,0.0,0.03322259374179076,0.013824186987003436,0.0032845330844326684,-0.0006011699345530991,-0.0021856605344040803,0.00034946767734108535,8.04,1404,1404,1404,1404
0.7469999999999999,0,0.7469999999999999,0.0,0.0,0.03322409785083162,0.013793642067540128,0.0033007474882823427,-0.0006041377151134825,-0.002003522017576519,0.00031662508853589846,8.04,1404,1404,1404,1404
0.7580000000000098,0,0.7580000000000098,0.0,0.0,0.03322472150579978,0.01378205609235623,0.00330220219684611,-0.0006044039461656491,-0.002003522017576519,0.0003094355994824076,8.04,1404,1404,1404,1404
0.7780000000000058,0,0.7780000000000058,0.0,0.0,0.03321933872976443,0.013761181993716039,0.0032952148432890674,-0.0006031250574433404,-0.002003522017576519,0.0003094355994824076,8.04,1404,1404,1404,1404
0.7980000000000018,0,0.7980000000000018,0.0,0.0,0.033231681762048715,0.013744270772166311,0.003290593710052398,-0.0005998876586672768,-0.002003522017576519,0.0003094355994824076,8.04,1404,1404,1404,1404
0.8200000000000074,0,0.8200000000000074,0.0,0.0,0.033238318518126996,0.013730695437685582,0.0032973353118689788,-0.0006018026566974342,-0.0018213837091897898,0.0002911812894342371,8.041,1404,1404,1404,1404
0.8419999999999987,0,0.8419999999999987,0.0,0.0,0.033231868525033834,0.01371769706742673,0.003289091685419857,-0.0006002980786647058,-0.0018213837091897898,0.00028039400740683865,8.041,1404,1404,1404,1404
0.8580000000000041,0,0.8580000000000041,0.0,0.0,0.0332215565402127,0.013709678765516573,0.0032962820603468818,-0.0006016104221404871,-0.0018213837091897898,0.00028039400740683865,8.041,1404,1404,1404,1404
0.8790000000000049,0,0.8790000000000049,0.0,0.0,0.03321399597436874,0.013698683928531104,0.0032798502527098443,-0.0005986114275655709,-0.0018213837091897898,0.00028039400740683865,8.041,1404,1404,1404,1404
0.8980000000000103,0,0.8980000000000103,0.0,0.0,0.03320372401018728,0.013690573912655041,0.0032844003076229365,-0.0005994418558386828,-0.0018213837091897898,0.00028039400740683865,8.041,1404,1404,1404,1404
0.9200000000000017,0,0.9200000000000017,0.0,0.0,0.03320060240029317,0.013687951726993457,0.0032774479721256037,-0.0005944163994989088,-0.0018213837091897898,0.00028039400740683865,8.041,1404,1404,1404,1404
0.9429999999999978,0,0.9429999999999978,0.0,0.0,0.0331921480401633,0.013687297222782219,0.0032624792106855974,-0.0005923745131125122,-0.0016392454008030601,0.00026991097082827074,8.041,1404,1404,1404,1404
0.9579999999999984,0,0.9579999999999984,0.0,0.0,0.03317484244856018,0.013688284398560699,0.0032672012292847634,-0.000593231882363109,-0.0016392454008030601,0.000259906279903131,8.041,1404,1404,1404,1404
0.9810000000000088,0,0.9810000000000088,0.0,0.0,0.03284432199070172,0.013649679489020912,-0.0048588074780246395,-0.0009192220871874731,-0.0016392454008030601,0.000259906279903131,8.041,1404,1404,1404,1404
1.0030000000000001,0,1.0030000000000001,0.0,0.0,0.025842821137536606,0.009651601744680167,-0.3025060100908235,-0.17161014374279676,-0.0016392454008030601,0.000259906279903131,8.041,1404,1404,1404,1404
1.0220000000000056,0,1.0220000000000056,0.0,0.0,0.017528648305839622,0.004538844131405285,-0.4636038923913756,-0.28942985304867214,-0.0016392454008030601,0.0002502394976211259,8.041,1404,1404,1405,1404
1.038000000000011,0,1.038000000000011,0.0,0.0,0.016226156577523312,0.00402100790334388,-0.1972119072273995,-0.11169441033244247,-0.0016392454008030601,0.0002502394976211259,8.041,1404,1404,1405,1404
1.061000000000007,0,1.061000000000007,0.0,0.0,0.017637924662453213,0.005314983989925822,0.08367356593257178,0.06460196355249706,-0.0016392454008030601,0.0002502394976211259,8.041,1404,1404,1404,1405
1.0799999999999983,0,1.0799999999999983,0.0,0.0,0.012300882213082023,0.0022556647623759207,-0.22487538732535442,-0.13091647697745581,-0.001457106988195915,0.00024096059767163267,8.041,1404,1404,1404,1405
1.1000000000000085,0,1.1000000000000085,0.0,0.0,0.00548609973869648,-0.0019993027582631833,-0.39729993774518263,-0.25144919878664107,-0.001457106988195915,0.00024096059767163267,8.041,1404,1404,1404,1404
1.1189999999999998,0,1.1189999999999998,0.0,0.0,0.003593011341230621,-0.0028265710683679623,-0.13920277710115064,-0.07404299920285379,-0.001457106988195915,0.00024096059767163267,8.041,1404,1404,1404,1404
1.1420000000000101,0,1.1420000000000101,0.0,0.0,0.004432532637180433,-0.0019017599529422649,0.05636449527930384,0.04861886065731104,-0.001457106988195915,0.00023083222316803965,8.041,1404,1404,1404,1404
1.1580000000000013,0,1.1580000000000013,0.0,0.0,0.006195234624371133,-0.0007440315807099891,0.11027926717356723,0.06900575470028922,-0.001457106988195915,0.00023083222316803965,8.041,1404,1404,1404,1404
1.179000000000002,0,1.179000000000002,0.0,0.0,0.008845680277021657,0.0019611789301627394,0.12795233496022895,0.12104135745893964,-0.001457106988195915,0.00023083222316803965,8.041,1404,1404,1404,1404
1.1980000000000075,0,1.1980000000000075,0.0,0.0,0.010995492323443087,0.004179871500032831,0.1253988580668491,0.12302272596805158,-0.001457106988195915,0.0002222791141941929,8.041,1405,1405,1404,1404
1.2180000000000035,0,1.2180000000000035,0.0,0.0,0.013394658801659548,0.0066458761984298925,0.1250622444666012,0.12132721154787525,-0.001457106988195915,0.0002222791141941929,8.041,1405,1405,1404,1404
